participant_id,session_id,turn_number,condition,synchrony_lsm,synchrony_embedding,stability_score,coherence_score,user_style_vector,bot_style_vector
67c35bed28161edad1829850,472b9360-408e-4a9e-88b6-378a33015815,13,adaptive,0.6087349230734665,0.7202805280685425,0.010264255891512,0.8384973171497941,"[0.16694886982440948, 0.4939, 6.0, 56.93, 0, 0, 0, 0.5]","[0.004962254781275988, 0.926, 18.5, 89.58, 0, 0, 0, 0.3783783783783784]"
67c35bed28161edad1829850,472b9360-408e-4a9e-88b6-378a33015815,14,adaptive,0.8212539411024864,0.73173987865448,0.5486117030637837,0.5522862255360242,"[0.0038046748377382755, 0.4404, 11.0, 102.61, 0, 0, 0, 0.45454545454545453]","[0.0014689343515783548, 0.6908, 14.0, 93.14, 0, 0, 0, 0.32142857142857145]"
67c35bed28161edad1829850,472b9360-408e-4a9e-88b6-378a33015815,15,adaptive,0.5,0.7084206938743591,0.2025363549734991,0.7194074299251533,"[0.8121199607849121, 0, 4.0, 92.8, 0, 0, 0, 0.5]","[0.003294317750260234, 0.9382, 16.5, 74.19, 0, 0, 0, 0.36363636363636365]"
67c35bed28161edad1829850,472b9360-408e-4a9e-88b6-378a33015815,16,adaptive,0.328895965632851,0.6780751943588257,0.6771070869046953,0.0353942559275447,"[0.8222609758377075, 0, 5.0, 118.18, 0, 0, 0, 0.8]","[0.003876243019476533, 0.9366, 16.5, 65.73, 0, 0, 0, 0.3333333333333333]"
67c35bed28161edad1829850,472b9360-408e-4a9e-88b6-378a33015815,17,adaptive,0.5,0.7323374152183533,0.6064861810935467,-0.2924657544096276,"[0.24313241243362427, 0.1779, 3.0, 34.59, 0, 0, 0, 0.3333333333333333]","[0.00795348733663559, 0.8481, 17.5, 66.23, 0, 0, 0, 0.2857142857142857]"
67c35bed28161edad1829850,472b9360-408e-4a9e-88b6-378a33015815,18,adaptive,0.3392171704485516,0.6994840502738953,0.6251025425774184,0.4872411794480062,"[0.8079078197479248, 0, 5.0, 100.24, 0, 0, 0, 0.2]","[0.003139500506222248, 0.8939, 20.0, 80.11, 0, 0, 0, 0.325]"
67c35bed28161edad1829850,472b9360-408e-4a9e-88b6-378a33015815,19,adaptive,0.5841943371599436,0.7153211236000061,0.7060525628565933,0.4522898469050277,"[0.81880784034729, 0.1779, 9.0, 87.72, 0, 0, 0, 0.4444444444444444]","[0.011640281416475773, 0.836, 16.5, 74.19, 0, 0, 0, 0.3333333333333333]"
67c35bed28161edad1829850,472b9360-408e-4a9e-88b6-378a33015815,20,adaptive,0.5,0.6405987739562988,-0.0221375308191946,-0.4155153904685889,"[0.99762362241745, 0, 1.0, 121.22, 0, 0, 0, 0]","[0.0027392844203859568, 0.9375, 12.0, 77.94, 0, 0, 0, 0.25]"
67c35bed28161edad1829850,472b9360-408e-4a9e-88b6-378a33015815,21,adaptive,0.5,0.6616681814193726,0.9421311638809832,-0.1939294532728979,"[0.99762362241745, 0, 1.0, 121.22, 0, 0, 0, 0]","[0.0077462224289774895, 0.9184, 12.666666666666666, 86.71, 0, 0, 0, 0.23684210526315788]"
67c35bed28161edad1829850,472b9360-408e-4a9e-88b6-378a33015815,22,adaptive,0.3434221833510423,0.6550700664520264,0.3052563190406705,-0.9631361412353804,"[0.9942227005958557, 0.4404, 5.0, 83.32, 0, 0, 0, 0.4]","[0.002397967269644141, 0.886, 14.0, 59.8, 0, 0, 0, 0.2857142857142857]"
67c35bed28161edad1829850,472b9360-408e-4a9e-88b6-378a33015815,23,adaptive,0.5,0.716027557849884,-0.2412746142015867,0.3586139319394019,"[0.5002087354660034, -0.296, 1.0, 121.22, 0, 0, 0, 1.0]","[0.0006230583530850708, 0.9022, 19.0, 63.19, 0, 0, 0, 0.3684210526315789]"
5e646461698a071f2f15423e,ca1df2d1-d939-4d3b-b1e7-11da5e68df24,1,static,0.7143754992399389,0.9913097023963928,,0.3526595149728049,"[0.0007020175107754767, 0.6335, 6.0, 100.24, 0, 0, 0, 0.25]","[0.0006306375726126134, 0.9117, 11.0, 79.26, 0, 0, 0, 0.36363636363636365]"
5e646461698a071f2f15423e,ca1df2d1-d939-4d3b-b1e7-11da5e68df24,2,static,0.5606083764979073,0.9614439010620116,0.7733549895905197,-0.2433957115912373,"[0.001803990569896996, 0.3612, 7.5, 82.31, 0, 0, 0, 0.26666666666666666]","[0.0018237021286040545, 0.8395, 9.333333333333334, 71.82, 0, 0, 0, 0.32142857142857145]"
5e646461698a071f2f15423e,ca1df2d1-d939-4d3b-b1e7-11da5e68df24,3,static,0.7378894688448483,0.9494779706001282,0.3650926710565294,-0.4142789325105249,"[0.014634952880442142, 0, 21.0, 36.28, 0, 0, 0, 0.42857142857142855]","[0.02264314703643322, 0.7782, 11.5, 61.83, 0, 0, 0, 0.30434782608695654]"
5e646461698a071f2f15423e,ca1df2d1-d939-4d3b-b1e7-11da5e68df24,4,static,0.5600187797687809,0.651689350605011,0.1876128092581704,-0.6956017463537241,"[0.00048540005809627473, 0, 17.0, 29.86, 0, 0, 0, 0.29411764705882354]","[0.0003881690208800137, 0.7506, 13.666666666666666, 67.45, 0, 0, 0, 0.24390243902439024]"
5e646461698a071f2f15423e,ca1df2d1-d939-4d3b-b1e7-11da5e68df24,5,static,0.6784083157445178,0.9600496292114258,0.0645489568657035,-0.0241714385844076,"[0.00033884713775478303, 0.4019, 7.666666666666667, 65.08, 0, 0, 0, 0.30434782608695654]","[0.00037006259663030505, 0.4019, 18.0, 54.73, 0, 0, 0, 0.3333333333333333]"
5e646461698a071f2f15423e,ca1df2d1-d939-4d3b-b1e7-11da5e68df24,6,static,0.5086061950853032,0.8213287591934204,0.0712221081682636,0.4355975600735584,"[0.0005846128915436566, -0.2912, 17.0, 41.36, 0, 0, 0, 0.23529411764705882]","[0.00045481877168640494, 0.8555, 19.0, 79.09, 0, 0, 0, 0.3157894736842105]"
5e646461698a071f2f15423e,ca1df2d1-d939-4d3b-b1e7-11da5e68df24,7,static,0.8429223564621557,0.6531141400337219,-0.7823711539490041,-0.6149625951582005,"[0.18572330474853516, 0.296, 20.0, 78.59, 0, 0, 0, 0.45]","[0.0005243556224741042, 0.8979, 11.333333333333334, 61.33, 0, 0, 0, 0.3235294117647059]"
5e646461698a071f2f15423e,ca1df2d1-d939-4d3b-b1e7-11da5e68df24,8,static,0.6366132357548799,0.7874923944473267,0.4311942953047234,-0.5722756420442909,"[0.0007011045818217099, 0.5574, 9.5, 63.36, 0, 0, 0, 0.3684210526315789]","[0.0007708656485192478, 0.8689, 14.5, 42.38, 0, 0, 0, 0.3448275862068966]"
5e646461698a071f2f15423e,ca1df2d1-d939-4d3b-b1e7-11da5e68df24,9,static,0.6146519091447843,0.8941503167152405,0.2526835810705716,-0.2458457900091826,"[0.0006832481012679636, 0.4404, 5.5, 84.34, 0, 0, 0, 0.45454545454545453]","[0.0003824944142252207, 0.9716, 17.333333333333332, 64.0, 0, 0, 0, 0.3076923076923077]"
5e646461698a071f2f15423e,ca1df2d1-d939-4d3b-b1e7-11da5e68df24,10,static,0.5348403053874704,0.8134516477584839,0.8836657663868825,-0.3000511980234099,"[0.0032169397454708815, 0.2538, 6.333333333333333, 80.62, 0, 0, 0, 0.21052631578947367]","[0.0005825995467603207, 0.9201, 20.0, 53.51, 0, 0, 0, 0.3]"
5e646461698a071f2f15423e,ca1df2d1-d939-4d3b-b1e7-11da5e68df24,11,static,0.6926456924579469,0.6462108492851257,0.8923901406720639,-0.5414823391300729,"[0.0016440015751868486, 0.4019, 10.0, 62.34, 0, 0, 0, 0.3]","[0.0005473566707223654, 0.9524, 19.0, 56.96, 0, 0, 0, 0.24561403508771928]"
5e646461698a071f2f15423e,ca1df2d1-d939-4d3b-b1e7-11da5e68df24,12,static,0.7011744129214146,0.6804956197738647,-0.7098201942672728,0.4331258795226478,"[0.0018582172924652696, 0.7351, 12.5, 77.23, 0, 0, 0, 0.36]","[0.001050480525009334, 0.8675, 13.333333333333334, 67.76, 0, 0, 0, 0.375]"
5e646461698a071f2f15423e,ca1df2d1-d939-4d3b-b1e7-11da5e68df24,13,static,0.4255603544941451,0.7886172533035278,-0.7005293626267914,-0.694063953643884,"[0.004867927636951208, -0.296, 8.0, 66.4, 0, 0, 0, 0.375]","[0.0004955638432875276, 0.8426, 14.0, 68.47, 0, 0, 0, 0.23809523809523808]"
5e646461698a071f2f15423e,ca1df2d1-d939-4d3b-b1e7-11da5e68df24,14,static,0.7322519035031364,0.7760896682739258,0.7130558067506567,-0.9601444666163956,"[0.00043155267485417426, 0, 8.0, 99.23, 0, 0, 0, 0.4375]","[0.0005791573203168809, 0.875, 13.666666666666666, 59.3, 0, 0, 0, 0.2926829268292683]"
5e646461698a071f2f15423e,ca1df2d1-d939-4d3b-b1e7-11da5e68df24,15,static,0.7087983721558551,0.6418243050575256,0.0583420360988742,0.0406755333594113,"[0.00041805696673691273, 0.5719, 15.0, 42.38, 0, 0, 0, 0.26666666666666666]","[0.00039001303957775235, 0.8442, 17.0, 66.23, 0, 0, 0, 0.3235294117647059]"
5e646461698a071f2f15423e,ca1df2d1-d939-4d3b-b1e7-11da5e68df24,16,static,0.905523372643902,0.6708122491836548,0.8800227456421867,-0.1279789563109921,"[0.008258430287241936, 0, 11.0, 79.26, 0, 0, 0, 0.36363636363636365]","[0.00037882148171775043, 0.9531, 17.0, 66.44, 0, 0, 0, 0.3137254901960784]"
673e2ad54a989f15bc638d5b,81779672-ee89-44f2-a7ce-6b3413b6ee83,1,adaptive,0.3958473025256618,0.698448657989502,,-0.3243196111106632,"[0.04891163110733032, 0.7269, 5.0, 84.34, 0, 0, 0, 0.3]","[0.005710713565349579, 0.9571, 11.666666666666666, 87.72, 0, 0, 0, 0.2]"
673e2ad54a989f15bc638d5b,81779672-ee89-44f2-a7ce-6b3413b6ee83,2,adaptive,0.6649043580822733,0.6279522180557251,0.0297446083809673,0.1483213833076889,"[0.0010363843757659197, 0.613, 7.0, 90.77, 0, 0, 0, 0.38095238095238093]","[0.0008901173714548349, 0.9442, 10.666666666666666, 70.5, 0, 0, 0, 0.375]"
673e2ad54a989f15bc638d5b,81779672-ee89-44f2-a7ce-6b3413b6ee83,3,adaptive,0.4678319267284527,0.6445492506027222,0.4831504200799885,0.4236756981631155,"[0.0009808858158066869, 0.4019, 6.0, 41.02, 0, 0, 0, 0.25]","[0.001224698033183813, 0.9282, 15.0, 66.74, 0, 0, 0, 0.36666666666666664]"
673e2ad54a989f15bc638d5b,81779672-ee89-44f2-a7ce-6b3413b6ee83,4,adaptive,0.8405436851269675,0.6410050988197327,0.0068895125247175,-0.6881565644418282,"[0.4339803159236908, 0.8294, 18.0, 47.79, 0, 0, 0, 0.2777777777777778]","[0.0014985258458182216, 0.8479, 16.5, 31.89, 0, 0, 0, 0.30303030303030304]"
673e2ad54a989f15bc638d5b,81779672-ee89-44f2-a7ce-6b3413b6ee83,5,adaptive,0.5031441277082624,0.6147623062133789,0.3806585008781802,-0.7288428155543683,"[0.005407425574958324, 0.5499, 10.0, 61.67, 0, 0, 0, 0.35]","[0.0003991206467617303, 0.9022, 9.666666666666666, 54.18, 0, 0, 0, 0.3103448275862069]"
673e2ad54a989f15bc638d5b,81779672-ee89-44f2-a7ce-6b3413b6ee83,6,adaptive,0.5,0.8091431856155396,0.794893451441749,-0.6223962944259125,"[0.3239377439022064, 0.3595, 5.0, 119.19, 0, 0, 0, 0]","[0.003619731403887272, 0.9244, 9.666666666666666, 67.76, 0, 0, 0, 0.27586206896551724]"
673e2ad54a989f15bc638d5b,81779672-ee89-44f2-a7ce-6b3413b6ee83,7,adaptive,0.1837533403591992,0.711077094078064,0.4372907523303457,0.0946105660449999,"[0.9401509761810303, -0.3217, 8.0, 81.29, 0, 0, 0, 0.25]","[0.006209761369973421, 0.8832, 14.0, 84.17, 0, 0, 0, 0.2857142857142857]"
