participant_id,session_id,turn_number,condition,synchrony_lsm,synchrony_embedding,stability_score,coherence_score,user_style_vector,bot_style_vector
67a7f314ef8bbc1838b8821c,754d0315-0399-46df-8131-4a3d5e7d890a,12,adaptive,0.5,0.6493352651596069,0.4393308565318464,-0.2139387506121044,"[0.9954698085784912, 0.4019, 1.0, 121.22, 0, 0, 0, 0]","[0.00405657384544611, 0.8527, 14.0, 59.3, 0, 0, 0, 0.35714285714285715]"
67a7f314ef8bbc1838b8821c,754d0315-0399-46df-8131-4a3d5e7d890a,13,adaptive,0.5,0.6768352389335632,-0.028899063015277,0.8816862834922742,"[0.9649791121482849, 0, 2.0, 77.91, 0, 0, 0, 0]","[0.005442578345537186, 0.8781, 16.0, 74.69, 0, 0, 0, 0.375]"
67a7f314ef8bbc1838b8821c,754d0315-0399-46df-8131-4a3d5e7d890a,14,adaptive,0.5,0.7547258734703064,-0.4355947905456541,-0.4383785533314615,"[0.2644593417644501, 0, 1.0, -132.59, 0, 0, 0, 0]","[0.0018498414428904653, 0.8402, 15.0, 75.2, 0, 0, 0, 0.23333333333333334]"
67a7f314ef8bbc1838b8821c,754d0315-0399-46df-8131-4a3d5e7d890a,15,adaptive,0.6335502145449279,0.6817982196807861,0.4361611026718581,-0.4907563619336317,"[0.006992340087890625, 0.6808, 13.666666666666666, 92.12, 0, 0, 0, 0.5121951219512195]","[0.0005873733898624778, 0.961, 10.333333333333334, 70.5, 0, 0, 0, 0.2903225806451613]"
67a7f314ef8bbc1838b8821c,754d0315-0399-46df-8131-4a3d5e7d890a,16,adaptive,0.5,0.6956179141998291,0.2966322215207748,0.4820493985046084,"[0.9954698085784912, 0.4019, 1.0, 121.22, 0, 0, 0, 0]","[0.010216549038887024, 0.8625, 13.5, 85.18, 0, 0, 0, 0.3333333333333333]"
67a7f314ef8bbc1838b8821c,754d0315-0399-46df-8131-4a3d5e7d890a,17,adaptive,0.7092006616702696,0.7260647416114807,0.6885435774656046,0.8787056264094694,"[0.214708611369133, 0.2382, 11.0, 85.69, 0, 0, 0, 0.6363636363636364]","[0.00464358227327466, 0.9022, 13.666666666666666, 92.83, 0, 0, 0, 0.43902439024390244]"
67a7f314ef8bbc1838b8821c,754d0315-0399-46df-8131-4a3d5e7d890a,18,adaptive,0.5,0.6966935396194458,0.9345398962747804,0.692141006088827,"[0.9954698085784912, 0.4019, 1.0, 121.22, 0, 0, 0, 0]","[0.005078937858343124, 0.875, 11.0, 87.42, 0, 0, 0, 0.42424242424242425]"
67a7f314ef8bbc1838b8821c,754d0315-0399-46df-8131-4a3d5e7d890a,19,adaptive,0.7963237331855566,0.891554594039917,0.6658829419975628,0.8327650271068846,"[0.0010063392110168934, 0.8402, 13.0, 72.5, 0, 0, 0, 0.38461538461538464]","[0.0015001919819042087, 0.8957, 15.666666666666666, 82.95, 0, 0, 0, 0.3617021276595745]"
67a7f314ef8bbc1838b8821c,754d0315-0399-46df-8131-4a3d5e7d890a,20,adaptive,0.7505024331745386,0.5738877058029175,0.3258815922369877,-0.1419670634201844,"[0.9724359512329102, 0, 23.0, 92.46, 0, 0, 0, 0.391304347826087]","[0.0004996633506380022, 0.944, 11.666666666666666, 86.71, 0, 0, 0, 0.2571428571428571]"
67a7f314ef8bbc1838b8821c,754d0315-0399-46df-8131-4a3d5e7d890a,21,adaptive,0.5,0.7367137670516968,0.0307636153309273,-0.0051652103712314,"[0.807765543460846, -0.2411, 3.0, 119.19, 0, 0, 0, 0.6666666666666666]","[0.0019689013715833426, 0.4404, 12.5, 69.79, 0, 0, 0, 0.32]"
628f9cfbee6de7cc7322fecf,6f880b9a-84a7-415d-a1e8-c3c207ee20d5,1,static,0.6148215899355596,0.8683905005455017,,0.5758539483051113,"[0.002540153916925192, -0.3239, 10.25, 87.92, 0, 0, 0, 0.43902439024390244]","[0.002496639732271433, 0.9001, 23.0, 77.06, 0, 0, 0, 0.3695652173913043]"
628f9cfbee6de7cc7322fecf,6f880b9a-84a7-415d-a1e8-c3c207ee20d5,2,static,0.8852454863622535,0.8526802659034729,0.8303232473646177,0.1653644981912305,"[0.0019787410274147987, 0.872, 24.0, 83.29, 0, 0, 0, 0.4444444444444444]","[0.0008759520715102553, 0.7615, 21.0, 61.67, 0, 0, 0, 0.3333333333333333]"
628f9cfbee6de7cc7322fecf,6f880b9a-84a7-415d-a1e8-c3c207ee20d5,3,static,0.8530714494283369,0.9012253284454346,0.6458357735750632,-0.3630099396594297,"[0.0034349635243415833, 0, 18.0, 65.73, 0, 0, 0, 0.3333333333333333]","[0.001016035326756537, 0.8991, 16.5, 56.25, 0, 0, 0, 0.3333333333333333]"
628f9cfbee6de7cc7322fecf,6f880b9a-84a7-415d-a1e8-c3c207ee20d5,4,static,0.4693169441653609,0.7410097122192383,-0.1235920870264482,0.25100669515615,"[0.010371636599302292, -0.2411, 13.0, 95.17, 0, 0, 0, 0.46153846153846156]","[0.09868785738945007, 0.8687, 18.0, 73.17, 0, 0, 0, 0.4722222222222222]"
628f9cfbee6de7cc7322fecf,6f880b9a-84a7-415d-a1e8-c3c207ee20d5,5,static,0.6481456666313041,0.8592414259910583,0.1150298086954539,0.9198227213141844,"[0.0007416238659061491, 0.4033, 21.5, 84.51, 0, 0, 0, 0.4418604651162791]","[0.0006814463995397091, 0.8591, 17.333333333333332, 81.33, 0, 0, 0, 0.38461538461538464]"
628f9cfbee6de7cc7322fecf,6f880b9a-84a7-415d-a1e8-c3c207ee20d5,6,static,0.5990621119285763,0.8549785017967224,-0.1343345191936442,-0.2498712435847332,"[0.007107025943696499, -0.4449, 28.0, 70.47, 0, 0, 0, 0.4642857142857143]","[0.00045862275874242187, 0.6908, 16.666666666666668, 64.71, 0, 0, 0, 0.3]"
628f9cfbee6de7cc7322fecf,6f880b9a-84a7-415d-a1e8-c3c207ee20d5,7,static,0.477037248816721,0.5683906078338623,0.5094334225547222,0.4986197223814502,"[0.9827278256416321, 0.2617, 8.0, 89.75, 0, 0, 0, 0.25]","[0.0040601687505841255, 0.743, 22.0, 69.62, 0, 0, 0, 0.36363636363636365]"
628f9cfbee6de7cc7322fecf,6f880b9a-84a7-415d-a1e8-c3c207ee20d5,8,static,0.771977634205437,0.6180813312530518,0.0857537937832976,-0.7657992214926841,"[0.9945557117462158, 0, 8.0, 115.13, 0, 0, 0, 0.25]","[0.0007343743927776814, 0.9118, 16.333333333333332, 56.96, 0, 0, 0, 0.2653061224489796]"
628f9cfbee6de7cc7322fecf,6f880b9a-84a7-415d-a1e8-c3c207ee20d5,9,static,0.5280078563515046,0.8773171901702881,-0.1299340638912287,0.6890927856866367,"[0.37233516573905945, -0.828, 24.2, 74.53, 0, 0, 0, 0.4793388429752066]","[0.000994499190710485, 0.7429, 18.0, 73.17, 0, 0, 0, 0.35185185185185186]"
628f9cfbee6de7cc7322fecf,6f880b9a-84a7-415d-a1e8-c3c207ee20d5,10,static,0.6393244438842001,0.9307410717010498,0.901191910189566,0.6519801472204454,"[0.007204912137240171, -0.4767, 31.0, 67.72, 0, 0, 0, 0.5376344086021505]","[0.0010346422204747796, 0.9162, 22.5, 77.57, 0, 0, 0, 0.3888888888888889]"
628f9cfbee6de7cc7322fecf,6f880b9a-84a7-415d-a1e8-c3c207ee20d5,11,static,0.8280782971058558,0.6884689331054688,0.9314522603115838,0.3674966106118182,"[0.005365130491554737, 0.5267, 21.0, 77.06, 0, 0, 0, 0.47619047619047616]","[0.00044048024574294686, 0.9599, 27.0, 64.04, 0, 0, 0, 0.38271604938271603]"
673378009f99d14c232c1f2b,f9c76879-6b79-44ee-aed1-7448200cf146,1,static,0.8100744915227669,0.5624618530273438,,-0.4689186296417524,"[0.9975976347923279, 0.0498, 11.0, 77.23, 0, 0, 0, 0.45454545454545453]","[0.0023792474530637264, 0.8779, 13.666666666666666, 68.77, 0, 0, 0, 0.3170731707317073]"
673378009f99d14c232c1f2b,f9c76879-6b79-44ee-aed1-7448200cf146,2,static,0.6613467520938564,0.7417183518409729,0.4655986040078204,-0.5168031621628271,"[0.004997794050723314, 0.4588, 9.0, 62.34, 0, 0, 0, 0.4444444444444444]","[0.0005383565439842641, 0.9408, 8.666666666666666, 52.36, 0, 0, 0, 0.34615384615384615]"
673378009f99d14c232c1f2b,f9c76879-6b79-44ee-aed1-7448200cf146,3,static,0.3062700381539692,0.6088413000106812,-0.6771163486014482,0.90250165210124,"[0.9928873181343079, 0.0618, 16.0, 55.24, 0, 0, 0, 0.3125]","[0.0012314444174990058, 0.8313, 16.5, 82.14, 0, 0, 0, 0.36363636363636365]"
673378009f99d14c232c1f2b,f9c76879-6b79-44ee-aed1-7448200cf146,4,static,0.6095520348726673,0.7054564952850342,0.2894977486968053,0.5270493047948385,"[0.0026494055055081844, 0, 13.0, 58.28, 0, 0, 0, 0.38461538461538464]","[0.0004863638605456799, 0.9628, 12.666666666666666, 68.06, 0, 0, 0, 0.4473684210526316]"
673378009f99d14c232c1f2b,f9c76879-6b79-44ee-aed1-7448200cf146,5,static,0.5,0.6333784461021423,-0.6886966037785378,-0.6811852831617073,"[0.9948917627334595, -0.296, 4.0, 119.19, 0, 0, 0, 1.0]","[0.0009483908652327955, 0.9226, 14.333333333333334, 68.06, 0, 0, 0, 0.2558139534883721]"
673378009f99d14c232c1f2b,f9c76879-6b79-44ee-aed1-7448200cf146,6,static,0.5,0.5475815534591675,-0.1687203181718841,-0.2086863740016395,"[0.9970827698707581, 0.6369, 4.0, 8.2, 0, 0, 0, 0.25]","[0.001336558605544269, 0.9349, 12.0, 61.33, 0, 0, 0, 0.3611111111111111]"
673378009f99d14c232c1f2b,f9c76879-6b79-44ee-aed1-7448200cf146,7,static,0.5,0.6489039063453674,-0.2546742207906294,-0.8248042957046406,"[0.9964859485626221, -0.296, 1.0, 121.22, 0, 0, 0, 1.0]","[0.0007534544565714896, 0.8854, 15.5, 58.79, 0, 0, 0, 0.22580645161290322]"
673378009f99d14c232c1f2b,f9c76879-6b79-44ee-aed1-7448200cf146,8,static,0.6409694392367433,0.5577250719070435,0.2148532488590896,-0.5300183816936821,"[0.9956701993942261, 0, 13.0, 49.82, 0, 0, 0, 0.15384615384615385]","[0.0022969008423388004, 0.921, 14.5, 50.84, 0, 0, 0, 0.3448275862068966]"
673378009f99d14c232c1f2b,f9c76879-6b79-44ee-aed1-7448200cf146,9,static,0.5,0.6329124569892883,0.2421424759822816,-0.8352911334431552,"[0.9969295859336853, 0, 4.0, 33.58, 0, 0, 0, 0.25]","[0.00039285869570448995, 0.886, 11.0, 61.63, 0, 0, 0, 0.2727272727272727]"
673378009f99d14c232c1f2b,f9c76879-6b79-44ee-aed1-7448200cf146,10,static,0.7007380005236531,0.4425469040870666,-0.2743408899899833,0.5289631030475334,"[0.992159366607666, -0.2732, 21.0, 75.54, 0, 0, 0, 0.5238095238095238]","[0.0005054977373220026, 0.6996, 12.0, 69.07, 0, 0, 0, 0.4166666666666667]"
673378009f99d14c232c1f2b,f9c76879-6b79-44ee-aed1-7448200cf146,11,static,0.5,0.6070273518562317,-0.0387217685785903,0.1370799687075311,"[0.991296648979187, 0.4019, 3.0, 93.81, 0, 0, 0, 0]","[0.10086564719676971, 0.704, 15.5, 75.71, 0, 0, 0, 0.3870967741935484]"
673378009f99d14c232c1f2b,f9c76879-6b79-44ee-aed1-7448200cf146,12,static,0.3489561669143489,0.55692458152771,-0.1701004557778302,-0.2711345284042954,"[0.9965657591819763, 0, 8.0, 63.36, 0, 0, 0, 0.25]","[0.0004826741642318666, 0.8881, 12.333333333333334, 51.85, 0, 0, 0, 0.3783783783783784]"
673378009f99d14c232c1f2b,f9c76879-6b79-44ee-aed1-7448200cf146,13,static,0.3676745149515492,0.5753577947616577,-0.1631439096846221,-0.2556098954993762,"[0.9962599277496338, 0, 7.0, 64.37, 0, 0, 0, 0.2857142857142857]","[0.0006588886026293039, 0.7351, 14.0, 67.76, 0, 0, 0, 0.32142857142857145]"
673378009f99d14c232c1f2b,f9c76879-6b79-44ee-aed1-7448200cf146,14,static,0.3581657289065806,0.6011804938316345,-0.1276323184663266,-0.444906513217,"[0.98630291223526, 0, 7.0, 30.53, 0, 0, 0, 0.14285714285714285]","[0.0004741954617202282, 0.8074, 15.5, 41.36, 0, 0, 0, 0.3548387096774194]"
673378009f99d14c232c1f2b,f9c76879-6b79-44ee-aed1-7448200cf146,15,static,0.5,0.7112244367599487,0.753038788556333,-0.1798607180128584,"[0.9204591512680054, 0, 3.0, 93.81, 0, 0, 0, 0.6666666666666666]","[0.002054220298305154, 0.7901, 11.0, 40.35, 0, 0, 0, 0.42424242424242425]"
673378009f99d14c232c1f2b,f9c76879-6b79-44ee-aed1-7448200cf146,16,static,0.4598078620825176,0.601801335811615,0.370833356101347,-0.958597141652684,"[0.020759277045726776, 0.5267, 6.0, 6.17, 0, 0, 0, 0.3333333333333333]","[0.000970760069321841, 0.8832, 9.666666666666666, 41.87, 0, 0, 0, 0.2413793103448276]"
673378009f99d14c232c1f2b,f9c76879-6b79-44ee-aed1-7448200cf146,17,static,0.3955248035448994,0.6314711570739746,-0.0345903624543209,0.1483533059016153,"[0.964281439781189, 0, 5.0, 49.48, 0, 0, 0, 0.6]","[0.00048583035822957754, 0.5859, 14.5, 57.77, 0, 0, 0, 0.3793103448275862]"
673378009f99d14c232c1f2b,f9c76879-6b79-44ee-aed1-7448200cf146,18,static,0.8729127859980761,0.5651829838752747,-0.1875718459616597,-0.7621114577068995,"[0.997556209564209, -0.296, 14.0, 74.19, 0, 0, 0, 0.35714285714285715]","[0.00047634035581722856, 0.8901, 15.666666666666666, 57.98, 0, 0, 0, 0.2978723404255319]"
673378009f99d14c232c1f2b,f9c76879-6b79-44ee-aed1-7448200cf146,19,static,0.5,0.6662265062332153,-0.561758548183116,0.4189905894417407,"[0.3400891423225403, 0.4019, 4.0, 92.8, 0, 0, 0, 0.5]","[0.0005367888370528817, 0.7901, 11.333333333333334, 64.71, 0, 0, 0, 0.4411764705882353]"
673378009f99d14c232c1f2b,f9c76879-6b79-44ee-aed1-7448200cf146,20,static,0.5,0.8089889287948608,0.9424618668349052,0.2638397760723363,"[0.6027489304542542, -0.0772, 2.0, 35.61, 0, 0, 0, 0]","[0.0015345627907663584, 0.8718, 10.666666666666666, 66.74, 0, 0, 0, 0.40625]"
673378009f99d14c232c1f2b,f9c76879-6b79-44ee-aed1-7448200cf146,21,static,0.8439792965837565,0.6444607973098755,0.2872955586862231,0.6614269185845354,"[0.10410507023334503, 0.7003, 22.0, 74.53, 0, 0, 0, 0.4090909090909091]","[0.006241004914045334, 0.8513, 16.5, 66.23, 0, 0, 0, 0.3939393939393939]"
673378009f99d14c232c1f2b,f9c76879-6b79-44ee-aed1-7448200cf146,22,static,0.5,0.6440936923027039,0.838150443886006,0.6153598411463319,"[0.6689366698265076, 0, 2.0, -49.0, 0, 0, 0, 0]","[0.0004376786819193512, 0.8739, 15.0, 66.23, 0, 0, 0, 0.4]"
66edfd0393a07105ff1c86a2,f565a37e-46c8-4f21-9c2d-c7101ac2f5fb,1,static,0.9192902437665602,0.8931303024291992,,0.6210254482260642,"[0.003765503177419305, 0.4588, 18.0, 88.06, 0, 0, 0, 0.4444444444444444]","[0.0006802573916502297, 0.954, 18.0, 72.16, 0, 0, 0, 0.37037037037037035]"
66edfd0393a07105ff1c86a2,f565a37e-46c8-4f21-9c2d-c7101ac2f5fb,2,static,0.6226587746840131,0.677039623260498,0.5886439033180774,0.4318200834825146,"[0.002774054417386651, 0.705, 14.0, 83.96, 0, 0, 0, 0.5714285714285714]","[0.0013401135802268982, 0.8858, 15.333333333333334, 75.2, 0, 0, 0, 0.32608695652173914]"
66edfd0393a07105ff1c86a2,f565a37e-46c8-4f21-9c2d-c7101ac2f5fb,3,static,0.4433720069262922,0.7033625245094299,-0.2401365084921896,-0.9366037894462108,"[0.04455585405230522, -0.2028, 12.666666666666666, 97.2, 0, 0, 0, 0.39473684210526316]","[0.000863696332089603, 0.936, 14.666666666666666, 50.12, 0, 0, 0, 0.25]"
66edfd0393a07105ff1c86a2,f565a37e-46c8-4f21-9c2d-c7101ac2f5fb,4,static,0.6814506946556834,0.642451286315918,0.6447890298171063,-0.5336671932161627,"[0.000853610341437161, 0.8424, 11.5, 78.75, 0, 0, 0, 0.391304347826087]","[0.00044681914732791483, 0.8313, 15.0, 58.99, 0, 0, 0, 0.3333333333333333]"
66edfd0393a07105ff1c86a2,f565a37e-46c8-4f21-9c2d-c7101ac2f5fb,5,static,0.5331588302276242,0.6563156843185425,0.4236945877275958,-0.187821151285259,"[0.0006132071139290929, 0.6705, 19.333333333333332, 80.31, 0, 0, 0, 0.39655172413793105]","[0.0005418747314251959, 0.9678, 19.0, 62.98, 0, 0, 0, 0.2982456140350877]"
66edfd0393a07105ff1c86a2,f565a37e-46c8-4f21-9c2d-c7101ac2f5fb,6,static,0.6020961694447919,0.6757794618606567,0.6716661582530968,0.319790716631252,"[0.0011859738733619452, -0.1406, 17.0, 81.63, 0, 0, 0, 0.3235294117647059]","[0.0006542933988384902, 0.7935, 18.0, 63.7, 0, 0, 0, 0.35185185185185186]"
66edfd0393a07105ff1c86a2,f565a37e-46c8-4f21-9c2d-c7101ac2f5fb,7,static,0.5389126679937586,0.6251837611198425,0.3392077050089368,-0.5368896367018177,"[0.8902590870857239, 0.6682, 7.0, 14.63, 0, 0, 0, 0.2857142857142857]","[0.00038937939098104835, 0.4574, 17.25, 45.46, 0, 0, 0, 0.2608695652173913]"
66edfd0393a07105ff1c86a2,f565a37e-46c8-4f21-9c2d-c7101ac2f5fb,8,static,0.6241726876513167,0.620857834815979,0.7214575470879734,-0.3056808142963956,"[0.0004796210560016334, -0.2732, 14.333333333333334, 84.68, 0, 0, 0, 0.37209302325581395]","[0.0004589192976709455, 0.7717, 23.0, 44.75, 0, 0, 0, 0.2753623188405797]"
66edfd0393a07105ff1c86a2,f565a37e-46c8-4f21-9c2d-c7101ac2f5fb,9,static,0.5,0.6772370934486389,0.9311758528822904,-0.0114622443525338,"[0.9975852966308594, 0.6124, 2.0, 120.21, 0, 0, 0, 0]","[0.00041419980698265135, 0.9201, 26.333333333333332, 49.86, 0, 0, 0, 0.31645569620253167]"
66edfd0393a07105ff1c86a2,f565a37e-46c8-4f21-9c2d-c7101ac2f5fb,10,static,0.5,0.940166175365448,-0.1694773702011345,-0.9512395136185372,"[0.07587065547704697, 0.6369, 4.0, 59.97, 0, 0, 0, 0.25]","[0.0006646632682532072, 0.7959, 12.0, 52.15, 0, 0, 0, 0.2777777777777778]"
66edfd0393a07105ff1c86a2,f565a37e-46c8-4f21-9c2d-c7101ac2f5fb,11,static,0.6491824127184233,0.5688419342041016,-0.0362401877509348,-0.0810866780030741,"[0.9962276220321655, 0.4404, 16.0, 80.62, 0, 0, 0, 0.4375]","[0.00040457406430505216, 0.8176, 23.333333333333332, 43.02, 0, 0, 0, 0.34285714285714286]"
66edfd0393a07105ff1c86a2,f565a37e-46c8-4f21-9c2d-c7101ac2f5fb,12,static,0.413322295289041,0.715294361114502,0.7114835876435701,-0.7139066138906842,"[0.010309988632798195, 0, 11.0, 29.52, 0, 0, 0, 0.36363636363636365]","[0.00038718574796803296, 0.784, 16.25, 53.92, 0, 0, 0, 0.2923076923076923]"
66edfd0393a07105ff1c86a2,f565a37e-46c8-4f21-9c2d-c7101ac2f5fb,13,static,0.7227940019466184,0.5305625200271606,0.9577293757247352,-0.8219458351674718,"[0.9795718789100647, -0.3744, 10.0, 69.79, 0, 0, 0, 0.5]","[0.00038504769327118993, 0.7756, 15.8, 54.42, 0, 0, 0, 0.26582278481012656]"
66edfd0393a07105ff1c86a2,f565a37e-46c8-4f21-9c2d-c7101ac2f5fb,14,static,0.6161274223328576,0.7704651355743408,0.7664646058672117,-0.6726869016820656,"[0.01005785446614027, -0.2567, 10.0, 45.42, 0, 0, 0, 0.3]","[0.00041589917964302003, 0.9773, 16.75, 45.46, 0, 0, 0, 0.29850746268656714]"
5be8dab5d153f500019ab320,e03938d8-b19b-49d5-8592-d01fad6e40cc,1,static,0.5509524118141147,0.7220016717910767,,0.7650269613117244,"[0.0012337216176092625, 0.8588, 10.25, 85.69, 0, 0, 0, 0.36585365853658536]","[0.001203492283821106, 0.8796, 12.75, 95.37, 0, 0, 0, 0.39215686274509803]"
5be8dab5d153f500019ab320,e03938d8-b19b-49d5-8592-d01fad6e40cc,2,static,0.6866046870703825,0.7017955183982849,0.2144583393150579,-0.447059307147581,"[0.6060186624526978, 0.5267, 10.0, 103.63, 0, 0, 0, 0.5]","[0.0008034034981392324, 0.8899, 12.666666666666666, 68.77, 0, 0, 0, 0.3157894736842105]"
5be8dab5d153f500019ab320,e03938d8-b19b-49d5-8592-d01fad6e40cc,3,static,0.7681017517532799,0.6897025108337402,-0.1902490582277818,-0.4407893323457199,"[0.0008762275101616979, 0.541, 25.0, 16.32, 0, 0, 0, 0.28]","[0.0009277366916649044, 0.9822, 17.0, 48.09, 0, 0, 0, 0.3333333333333333]"
5be8dab5d153f500019ab320,e03938d8-b19b-49d5-8592-d01fad6e40cc,4,static,0.5504118426241943,0.7211995124816895,0.229603602362125,0.6160103422817046,"[0.00482302438467741, -0.1289, 15.0, 73.17, 0, 0, 0, 0.6]","[0.0018494873074814677, 0.9312, 21.5, 77.06, 0, 0, 0, 0.37209302325581395]"
5be8dab5d153f500019ab320,e03938d8-b19b-49d5-8592-d01fad6e40cc,5,static,0.7077027169115687,0.7475825548171997,0.1972006109259282,-0.4217354737432168,"[0.028790678828954697, 0.8151, 35.0, 47.46, 0, 0, 0, 0.45714285714285713]","[0.002879214705899358, 0.959, 16.666666666666668, 48.5, 0, 0, 0, 0.34]"
5be8dab5d153f500019ab320,e03938d8-b19b-49d5-8592-d01fad6e40cc,6,static,0.8007879491227385,0.6961284875869751,0.3976654125063441,0.3821524298623235,"[0.982403039932251, 0.5106, 11.0, 103.63, 0, 0, 0, 0.5454545454545454]","[0.0010065732058137655, 0.91, 14.666666666666666, 66.44, 0, 0, 0, 0.36363636363636365]"
5be8dab5d153f500019ab320,e03938d8-b19b-49d5-8592-d01fad6e40cc,7,static,0.5,0.6348968744277954,0.0013253421247061,-0.4575600248821196,"[0.9971109628677368, 0.3612, 3.0, 119.19, 0, 0, 0, 0.3333333333333333]","[0.003527349792420864, 0.8993, 12.666666666666666, 68.77, 0, 0, 0, 0.3157894736842105]"
5be8dab5d153f500019ab320,e03938d8-b19b-49d5-8592-d01fad6e40cc,8,static,0.8356584713355775,0.6020241975784302,-0.2380617756032945,-0.7329397371731723,"[0.4686661660671234, 0.0772, 18.0, 44.75, 0, 0, 0, 0.3888888888888889]","[0.000683643389493227, 0.7759, 16.666666666666668, 48.81, 0, 0, 0, 0.28]"
5be8dab5d153f500019ab320,e03938d8-b19b-49d5-8592-d01fad6e40cc,9,static,0.5,0.7914720773696899,0.2350191470631542,-0.2455655039508983,"[0.08207853138446808, 0, 1.0, -132.59, 0, 0, 0, 0]","[0.0006083538755774498, 0.8955, 12.666666666666666, 45.76, 0, 0, 0, 0.39473684210526316]"
5be8dab5d153f500019ab320,e03938d8-b19b-49d5-8592-d01fad6e40cc,10,static,0.619090033102474,0.8750931024551392,0.167373241019236,-0.9233597395611844,"[0.0015198157634586096, 0.7506, 33.0, 55.92, 0, 0, 0, 0.42424242424242425]","[0.0005691905389539897, 0.7495, 14.333333333333334, 50.12, 0, 0, 0, 0.2558139534883721]"
5be8dab5d153f500019ab320,e03938d8-b19b-49d5-8592-d01fad6e40cc,11,static,0.8660406756143629,0.6020477414131165,0.8913681424795081,-0.8663848053047478,"[0.04432261735200882, 0.5563, 29.0, 42.04, 0, 0, 0, 0.3793103448275862]","[0.0006562949274666607, 0.959, 16.0, 24.14, 0, 0, 0, 0.22916666666666666]"
67691aa7e341fc63fdc3e6a0,28b53a76-8cc6-4912-926f-70740feb8e68,1,static,0.4512951860503346,0.63465416431427,,-0.496900408497096,"[0.9879476428031921, 0.4404, 5.0, 117.16, 0, 0, 0, 0.6]","[0.0012244764948263764, 0.8832, 7.5, 56.93, 0, 0, 0, 0.3333333333333333]"
67691aa7e341fc63fdc3e6a0,28b53a76-8cc6-4912-926f-70740feb8e68,2,static,0.5249234141360034,0.6163729429244995,0.0552501295606584,0.8350153236370039,"[0.998945415019989, 0, 6.0, 73.85, 0, 0, 0, 0.5]","[0.00048018828965723515, 0.7506, 12.5, 85.69, 0, 0, 0, 0.44]"
67691aa7e341fc63fdc3e6a0,28b53a76-8cc6-4912-926f-70740feb8e68,3,static,0.4459258248748254,0.7048463821411133,0.7926359446361888,0.3868343842331299,"[0.39606422185897827, -0.5777, 5.0, 100.24, 0, 0, 0, 0.8]","[0.0006248257122933865, 0.8834, 10.666666666666666, 78.55, 0, 0, 0, 0.375]"
67691aa7e341fc63fdc3e6a0,28b53a76-8cc6-4912-926f-70740feb8e68,4,static,0.5,0.6489859223365784,0.8419817667138718,0.6858055285235066,"[0.9980443716049194, 0, 3.0, 59.97, 0, 0, 0, 0.3333333333333333]","[0.004088828805834055, 0.7964, 11.5, 78.25, 0, 0, 0, 0.43478260869565216]"
67691aa7e341fc63fdc3e6a0,28b53a76-8cc6-4912-926f-70740feb8e68,5,static,0.5,0.6612488031387329,-0.1323106036349195,-0.0922672026198176,"[0.9982557892799377, 0, 3.0, 120.21, 0, 0, 0, 0]","[0.0004928142880089581, 0.9484, 15.0, 66.74, 0, 0, 0, 0.3333333333333333]"
67691aa7e341fc63fdc3e6a0,28b53a76-8cc6-4912-926f-70740feb8e68,6,static,0.5,0.6718083024024963,-0.1698253790529194,-0.7416787375290685,"[0.996024489402771, 0, 3.0, 119.19, 0, 0, 0, 0.3333333333333333]","[0.0009744596900418401, 0.7845, 11.5, 61.83, 0, 0, 0, 0.30434782608695654]"
67691aa7e341fc63fdc3e6a0,28b53a76-8cc6-4912-926f-70740feb8e68,7,static,0.5,0.6472866535186768,-0.0337370684074058,0.6208142411982543,"[0.9940524697303772, 0, 2.0, 35.61, 0, 0, 0, 0]","[0.00886319950222969, 0.4588, 11.0, 87.21, 0, 0, 0, 0.4090909090909091]"
67691aa7e341fc63fdc3e6a0,28b53a76-8cc6-4912-926f-70740feb8e68,8,static,0.5,0.6119446158409119,0.2184809939421137,-0.4714448241738813,"[0.9982216954231262, 0, 3.0, 59.97, 0, 0, 0, 0]","[0.00040524956420995295, 0.7402, 12.0, 61.33, 0, 0, 0, 0.3333333333333333]"
67691aa7e341fc63fdc3e6a0,28b53a76-8cc6-4912-926f-70740feb8e68,9,static,0.5,0.5844981074333191,0.1490138356615091,0.5146691735004822,"[0.9896321296691895, 0, 2.0, 120.21, 0, 0, 0, 0]","[0.007699846755713224, 0.9273, 9.666666666666666, 84.68, 0, 0, 0, 0.41379310344827586]"
67691aa7e341fc63fdc3e6a0,28b53a76-8cc6-4912-926f-70740feb8e68,10,static,0.5,0.7036867141723633,0.1551044776568841,0.8797521701417096,"[0.9915066361427307, -0.25, 1.0, 36.62, 0, 0, 0, 0]","[0.00038144661812111735, 0.765, 17.5, 73.17, 0, 0, 0, 0.4]"
67691aa7e341fc63fdc3e6a0,28b53a76-8cc6-4912-926f-70740feb8e68,11,static,0.5,0.6553196907043457,0.4441240178319302,0.7786621454868098,"[0.9974219799041748, 0.2247, 4.0, 9.21, 0, 0, 0, 0.25]","[0.0006049128714948893, 0.7717, 14.0, 85.18, 0, 0, 0, 0.35714285714285715]"
67691aa7e341fc63fdc3e6a0,28b53a76-8cc6-4912-926f-70740feb8e68,12,static,0.5,0.675614595413208,0.689384370495,0.3107189166492716,"[0.9979045391082764, 0.4019, 2.0, 77.91, 0, 0, 0, 0]","[0.0016838681185618043, 0.8977, 11.333333333333334, 78.55, 0, 0, 0, 0.35294117647058826]"
